id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
26457898;9c09859d-957a-4109-9205-547767036c69;EPN: New contact dialog and edit contacts;"<p></p>

**Problem Statement**

EPN fax\-related issues contribute to about 5% of support case volume\. Identifying key and resolving specific root causes should directly contribute to reduce cases related to EPN\.

<p></p>

**Solution Statement**

First value milestone for EPN support volume reduction: Customers can view all contacts using the new dialog and **edit EPN and custom contacts\.**

<p></p>

**Why Now**

Make incremental progress towards supporting the reduction in contacts per provider for support\.

<p></p>

**Definition of Success**

First value milestone for EPN support volume reduction: Customers can view all contacts using the new dialog and **edit EPN and custom contacts**\.
When users can edit their directory contacts, contacts should be more accurate and ideally result in fewer fax failures or issues due to incorrect information\. Additional milestones to reduce EPN support volume \(e\.g\. multi\-location support for provider\) will be follow on improvements to EPN\. <https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2437545985/Improved+EPN+and+Referrals+through+Ribbon>

<p></p>

**X\-Functional Partners**

*PMM, Support*

<p></p>

**PRD**

[PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2623471617/PRD+EPN+New+contact+dialog)

[FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2746122242/FRD+New+EPN+and+custom+contact+dialogs)

[Beta Plan](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2760933377/New+EPN+and+custom+contact+Beta+Plan)

[GTM Intake Form](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2632876033/EPN+New+contact+dialog+and+EPN+GTM+Intake+Form)

[Amplitude dashboard](https://app.amplitude.com/analytics/elationhealth/dashboard/ky7qehyx)

[PRR](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/3252158465/PRR+Reactified+EPN+and+custom+contact+dialog)

<p></p>

<p></p>
";feature;Done (Archive);green
26486583;cb5d5591-3265-4b89-9a2c-de1fb90b5498;AI-driven support case deflection;"The goal of the items within this category is to reduce Support case volumes by leveraging AI to provide immediate answers to issues from customers, patients, and other parties wherever possible\. <span data-preserve-white-space></span>
";feature;Done (Archive);green
26491585;fdacda7a-1950-4a60-aa7c-d8d2d256ea6a;Expose 3rd party integration deeplink;"**Problem Statement:** <span data-preserve-white-space></span>

Currently when customers have a Patient integration, the link it is buried in the Patient Demographic pop\-up\. <span data-preserve-white-space></span>

**Solution Statement:** <span data-preserve-white-space></span>

We will be exposing the link to the 3rd party within the customer demographic section of the Clinical Profile, making it easily accessible\. <span data-preserve-white-space></span>

**Why Now:** <span data-preserve-white-space></span>

3rd party URL is not easy to find and has low adoption/ utilization\.

**Definition of Success:** <span data-preserve-white-space></span>

Providers are accessing the exposed link\. Client will be happy that we are implementing their feedback as it is a major pain point for them\.

**Key X\-Functional Partners:** <span data-preserve-white-space></span>

Jessica Sullivan

Andrew Talbot

**Key Links:**

- [PRD](https://elationhealth.atlassian.net/wiki/x/UIAfpg)

- FRD

- [Post\-Release Report](https://elationhealth.atlassian.net/wiki/x/DQD_rQ)


**Other Links:** <span data-preserve-white-space></span>

---

*Other logistical reminders:*

- *Now, Next, Later:* <span data-preserve-white-space></span>

    - *Assign to the appropriate ""Team Assigned” dropdown field\. Don’t use “Team” b/c that field does not sync with Jira*

    - *Assign to “Now” release if this project is active build, “Next” if teed up for build and/or is in active discovery, and “Later” if teed up for discovery*

    - *Set “Status” \- this will allow us to track how long projects spend in PRD and Released\.*

- *Launch Dashboard:*

    - *Push to your component in the ""Launch Dashboard"" product*

    - *Set “Effort” to project appetite \(1\-6 weeks\)*

    - *Set “Timeframe” to represent target dev start date and end date*

    - *Set “Launch Level” according to GTM launch calculator*

    - *Link to Jira epic*

    - *Set PRD, FRD, and Post\-Release Report task statuses*

- *Attach feedback Notes as Insights to this Feature to ensure we're able to surface the User Impact*


<p></p>

<p></p>
";feature;Done (Archive);green
26491840;d83592e1-f2e6-4275-b06c-b30c58a3d954;eCR;"Not a good fit for our current customer base\. To qualify you must have 15 or more providers under the same TIN\.
";feature;Cancelled;red
26502923;be188856-d866-4e07-81bf-ebf546306489;Import Visit Notes as Structured Data;"**Problem Statement:** <span data-preserve-white-space></span>

*One\-liner*

**Solution Statement:** <span data-preserve-white-space></span>

*One\-liner*

**Why Now:** <span data-preserve-white-space></span>

*One\-liner*

**Definition of Success:** <span data-preserve-white-space></span>

*Value Metric, Input Metric, ROI Metric\(s\)*

**Key X\-Functional Partners:** <span data-preserve-white-space></span>

*Same as “Agree” names in PRD\.*

**Key Links:**

- PRD

- FRD

- Post\-Release Report


**Other Links:** <span data-preserve-white-space></span>

---

*Other logistical reminders:*

- *Now, Next, Later:* <span data-preserve-white-space></span>

    - *Assign to the appropriate ""Team Assigned” dropdown field\. Don’t use “Team” b\/c that field does not sync with Jira*

    - *Assign to “Now” release if this project is active build, “Next” if teed up for build and\/or is in active discovery, and “Later” if teed up for discovery*

    - *Set “Status” \- this will allow us to track how long projects spend in PRD and Released\.*

- *Launch Dashboard:*

    - *Push to your component in the ""Launch Dashboard"" product*

    - *Set “Effort” to project appetite \(1\-6 weeks\)*

    - *Set “Timeframe” to represent target dev start date and end date*

    - *Set “Launch Level” according to GTM launch calculator*

    - *Link to Jira epic*

    - *Set PRD, FRD, and Post\-Release Report task statuses*

- *Attach feedback Notes as Insights to this Feature to ensure we're able to surface the User Impact*


<p></p>
";feature;Backlog;smokeLight
26508202;4f45ba30-cf25-48f2-b122-8d2cbe4d24e9;Event Streaming Platform misc enhancements Pre 5/16 Appetite;"Internal Project

<p></p>

<https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2762736325/Draft+PRD+Accelerated+Event-Streaming+Webhooks>

<p></p>
";feature;Done (Archive);green
26543990;61073434-6299-4a31-bfa7-f7e77ead0cc5;User feedback monitoring;"";subfeature;Done;green
26560696;39fd60a9-01f8-4807-a099-3910c1aa9444;Disable Elation Connect;"";subfeature;Backlog;smokeLight
26560699;30ff032a-6c18-482c-a718-83330ac5e143;Diagnosis per lab test in Lab Order form;"We will enable users to be able to specify a diagnosis or diagnoses for each test in the Lab Order form\. This will prevent issues related to incorrect or inappropriate primary diagnosis for claim reimbursement\.

<p></p>

[PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2972483585)

[FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/3136847873/FRD+Diagnosis+per+lab+test+in+lab+order+form)

[Beta plan](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/3136880641)
";feature;Done (Archive);green
26577253;14e6128b-57c8-484e-b695-98c9372ed08a;eCQM updates;"";feature;Backlog;smokeLight
26577254;2650a414-4bf1-4b56-863b-75859f3f07f1;HCC Model Updates;"";feature;Backlog;smokeLight
26616176;bb46cd19-07c1-4099-af4e-fcc71f72a05c;Specify custom reference ranges;"";feature;Backlog;smokeLight
26693315;ad571661-bffb-4eeb-9a36-7c230fc76ab6;Display patient alerts experiment;"**Problem Statement:** *Currently, we do not sync patient alerts from Elation Billing to display in the EHR so there's no visibility between the biller and front\-office\.*
**Solution Statement:** *Display patient alerts in the EHR so that front\-office can use information from billers that impact a patient's claim/billing\.*
**Why Now:** *This will foster communication between billers and front\-office which can make the claim process more efficient\.*
**Definition of Success:** Churn \(NPS\), Competitive parity
**Key X\-Functional Partners:** Brian Esser, Ben Lewis, Leanna Syrimis, Merrit Neptune, Abby Case
**Key Links:**

- [PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/edit-v2/2753364092?draftShareId=13b45d43-4ca2-429f-bfe3-74765c946e57&inEditorTemplatesPanel=auto_closed)

- [FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2964389889/FRD+Display+patient+alerts+in+EHR)

- Post\-Release Report
";feature;Done (Archive);green
26693407;f8da7813-1aa6-4641-a388-543717d3481c;Insurance management;"## Problem Statement

As a provider, I am not getting paid timely due to the back and forth required to confirm a patient’s insurance details\.

## Value Narrative

Patients don’t have to worry about their visits being properly processed the first time\. 
";feature;Released (PRR);lime
26693916;ae362b46-3dc0-4046-be7c-d4f927e0cb09;Fax routing to non provider users;"";feature;Backlog;smokeLight
26719555;2b82a65a-cc2c-4abb-ba7a-a9fa7dcdbd1a;Evolve how we support NKDA in API v2 to be correct;"";feature;Backlog;smokeLight
26732467;f2b2c6de-36f8-4d10-b21f-9aa15a9d975d;[On Hold] Merge Insurance Carriers;"**Problem**

Currently, there is no way to merge duplicate insurance carriers in the system\. If a practice needs to remove a duplicate carrier, the only option is to manually update patient records or delete the carrier, which can lead to data loss and administrative errors\. This results in a messy and inefficient process, causing operational friction for practices trying to maintain accurate insurance records\.

<p></p>

**Solution**

The **Merge Insurance Carriers** feature allows practices to consolidate duplicate insurance carriers by moving all associated patients to a selected carrier and deleting the duplicate\. This feature, enabled via the **MergeInsCompany** flag in practice settings, streamlines record management, ensuring clean and accurate insurance data\.

Eligible Practice ProfileMerging is not supported for practices who have any integration that does not utilize APIv2 webhooks

Eligible: non\-integrated practices, AMD V1\.5 \(RCM customers\), AMD V2\.0 \(beta\), Hint 2\.0 \(beta\), CollaborateMD, PracticeSuite, AltaPoint / HealthBiller, Puredi, OpenPM\.  Still *confirming impact on AIO EB customers*

*Practices that are* ***not integrated with specific external systems*** *\(e\.g\., Kareo, AMD 1\.0, Hint 1\.0, etc\.\) will be eligible to use this feature\.*

<p></p>

**Why Now?**

As practices grow, duplicate insurance entries are becoming a persistent issue, leading to data fragmentation and administrative burden\. With increasing adoption of API\-based integrations and enhanced system capabilities, now is the right time to introduce a controlled and structured method to merge carriers\. This feature ensures smoother operations, reduces manual errors, and enhances the overall user experience for practices managing large volumes of patient insurance data\.

<p></p>

<p></p>

**Documentation**

- [<u>Merge Insurance Beta Tracking</u>](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2153349640)
    Have a Kareo integration? Use this guide to de\-dupe carriers: <span data-preserve-white-space></span>
    [Handling the Duplicate Insurance Carrier Issue \- Final Draft](https://docs.google.com/document/d/1ppe4zw8GarDiWx3Ub9KSVCr0ArRfF8BXEP5oFi4vH8w/edit)
";feature;Beta;dragonfruit
26737735;97451b53-eca8-45d2-b3e0-cbabc7808bd8;Do not default a fasting choice in lab order form;"";feature;Backlog;smokeLight
26737746;924d9f32-0da6-4276-8bf1-2072ee6fc19e;Display Rx Templates in Prescription From mindreader in alphabetical order;"";subfeature;Backlog;smokeLight
26737759;b3c6a21e-9a8a-411d-b988-8a9799ae28e3;Vaccine order form;"";feature;Backlog;smokeLight
26737760;9068c82e-c53b-4e71-b898-e2c756ca2089;Document Vaccination enhancements;"";component;Backlog;smokeLight
26737761;45026cf7-546a-43f9-a93d-794eb7b0d8a7;Barcode scanner to select vaccines for documentation;"";feature;Backlog;smokeLight
26737855;89b8f8a1-c19d-451f-9c05-0536c2e74af0;Show multiple or all lab trends at once;"";subfeature;Backlog;smokeLight
26737859;34046868-9e79-442d-81af-db3b99661a44;Ability to search by NPI in EPN;"";subfeature;Backlog;smokeLight
26737860;b2acdc72-b5e6-47ab-ab43-bca968d74450;Ability to search for referral templates by name;"";subfeature;Backlog;smokeLight
26737861;9052a1af-da24-4165-b075-fb11805576eb;Ability to favorite referral templates;"";subfeature;Backlog;smokeLight
26737866;da00d47f-06e4-4daa-ba59-6d16869dcf8a;Ability to close the loop on a referral with visit notes, non-visit notes, orders, letters, and letter receipts;"Currently, referrals can be closed by any type of report but not by documents\. Ability to close the loop on a referral with visit notes, non\-visit notes, orders, letters, and letter receipts\.

[Related Snowflake metrics dashboard](https://app.snowflake.com/elationhealth/ehdw/#/orders-close-the-loop-document-metrics-dGkbhF243)

[FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2481422420/Close-the-Loop+for+Orders+Tracking+and+updating+order+status)

[PRR](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/3097952257/PRR+Additional+document+types+for+referral+close+the+loop)
";feature;Done (Archive);green
26737868;a95e659e-bfc6-4d66-b388-b2ef817e2e60;Ability to link patient letter with report;"";subfeature;Backlog;smokeLight
26737870;dc2d5f98-2321-4e59-8cf0-7063edbf7cda;Support close-the-loop for non interfaced or results-only interfaced reports;"";subfeature;Backlog;smokeLight
26737871;5e9ac0f4-d395-4533-8de5-4b20a6829e80;Grey out discontinued medications;"";subfeature;Backlog;smokeLight
26737874;ed7f0ee5-c2db-4de9-965d-28085a0e8b4d;Ability to filter clinical profile section by date range;"";feature;Backlog;smokeLight
26737878;906c7016-6bc0-403a-8652-6629051e8e18;Show intolerances as red in Prescription Form;"";subfeature;Backlog;smokeLight
26737881;32f2a7a9-2448-40a4-a84e-f9166e383d31;Do not show med history downloads in Outstanding Items;"";subfeature;Backlog;smokeLight
26737884;9ae24fb5-3017-4c6b-a15b-5a68b4958cb6;Remove automatic referral reason;"";subfeature;Backlog;smokeLight
26737889;ecca0e3f-14c5-427d-b51e-be8cbd7b3dc3;Medication reconciliation workflow;"";component;Backlog;smokeLight
26737893;683f1b2f-2abf-455e-a313-70df4bd1da52;Medication fill download improvements;"";feature;Backlog;smokeLight
26737895;1d0d8a06-27f4-4181-81ef-f5bffba174d0;Allow providers without NPIs to initiate Med Hx downloads;"";subfeature;Backlog;smokeLight
26744326;3ec18f95-827e-47a3-8480-a9c45281062e;Patient Messaging API;"";feature;Backlog;smokeLight
26744434;beb74fa1-7ac2-478c-bbb4-b3ac0afa5a73;Approve patient charts when created by third party integration;"";feature;Backlog;smokeLight
26744444;65f5d8a2-a38c-4cf8-bf27-bb66604cbad3;filter office messages by action;"";feature;Backlog;smokeLight
26744512;28cfa337-569a-4a44-a678-42e4edc3d115;Bulk or delegated office message sign off;"";feature;Backlog;smokeLight
26747401;e64ff011-4a41-4078-98a2-15f6d52c36b7;API Allow Care Gap Updates;"";feature;Backlog;smokeLight
26747490;f78484ab-ae12-43d6-8f5c-6ad9a2c09e26;IR Forecast Query;"";feature;Backlog;smokeLight
26749956;cf3da3d5-1de7-4d7b-b348-fb86774bb4c3;Lab Order Holding;"This work will allow users to sign off on a lab order destined to be electronically placed to move the order off the provider's queue and the eOrder will not be sent until the specimen collection is completed and documented\.

<p></p>

**Artifacts**

[PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2912059393/PRD+Lab+eOrder+holding+for+specimen+collection)

[FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/3154673665/FRD+Lab+order+holding+for+specimen+collection)
";feature;Done (Archive);green
26750248;d13913ea-a7fe-4407-9c9e-9ecef1e59255;Insurance API addressing Tech debt;"This epic will focus on addressing top tech debt items on the Insurance API\. While going over it, the following items came up so far:

- Support for Hippospace

- Move Insurance writes to Insurance API and avoid double writes

    - Backwards compatibility

        - APIv2

        - Kareo Integration

        - etc…

    - Assumes that data is written in API and replicated to Hippo through Event Streaming

    - We need to figure out how to handle APIv2 Patient Demographics updates

        - What if it ‘partially’ succeeds

- \[Secondary\] Secure Insurance API service

- \[Secondary\] Leverage FE GW in UI instead of Hippo proxy

    - Move Image processing to Insurance API

- **\[MINOR\]**  `/insurance-api` prefix is redundant


<p></p>

Links: <span data-preserve-white-space></span>

- [PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2813460490/PRD+Insurance+API+Efficiency+and+scalability+improvements)

- FRD
";feature;Done (Archive);green
26760235;21b48236-5202-49e2-89a4-dee063cc7c77;bulk reassignment in provider inbox;"";feature;Backlog;smokeLight
26761520;fbe4d61d-94b6-4d76-b83e-74e60af3f902;After Visit Summary API Enhancements;"";feature;Backlog;smokeLight
26761766;d77b75d4-8b9e-4d40-968c-6fc47ab6187e;Care Dashboard v1 is accessible in production with a limited feature set;"[https://elationhealth\.atlassian\.net/wiki/x/64DHt|smart-link](https://elationhealth.atlassian.net/wiki/x/64DHt) <span data-preserve-white-space></span>

**Goals:** <span data-preserve-white-space></span>

1. Get a functioning version of Care Dashboard into production <span data-preserve-white-space></span>

2. Get our team access to data points needed to assess adoption <span data-preserve-white-space></span>


… so that we can test the functionality, UX and validate our hypothesis on the value proposition of care dashboard\. <span data-preserve-white-space></span>

**Requirements:**

- Identify what needs to be done on the engineering side to clean up Care Dashboard \(only support some of the features we demo’d at Hackathon, not supporting anything new\)

    - Remove collaborators card

    - Placeholder for AI


<p></p>

- what instrumentation is needed to support research in Q4?


<p></p>

<p></p>
";feature;Done (Archive);green
26762043;18743c6c-a406-4c55-a7e8-8dc9cfa8c53e;Link Notes to Appointment date for filtering either in chart or in appointment report;"";feature;Backlog;smokeLight
26762110;367edc1a-3c50-4d4a-a979-43a70e730401;Trend clinical questionnaires;"";feature;Backlog;smokeLight
26768511;d42799ac-4414-49a3-9711-e2ade10a0fa0;Convert the EHR MySQL primary to Aurora 2 (MySQL 5.7);"";feature;Done (Archive);green
26768516;0127da83-e366-4dac-aa7b-a4b622d83d89;Free up space in the EHR MySQL primary;"See [https://docs\.google\.com/document/d/1lFWxGZ3D4PYXBuXr\_xXyJJq9oKKICQf\-cyMlREUT324/edit\#heading=h\.q0ckeg5iwcs9|smart-link](https://docs.google.com/document/d/1lFWxGZ3D4PYXBuXr_xXyJJq9oKKICQf-cyMlREUT324/edit#heading=h.q0ckeg5iwcs9)  for audit and where we should cut\.
";feature;Build In Progress (FRD);yellow
26768526;1e02302c-ffd9-4741-97fe-246fbf403a0a;EHR Elasticsearch Cluster Maintenance;"ADR: [https://elationhealth\.atlassian\.net/wiki/spaces/infra/pages/2739077189/ADR06+-+ElasticSearch+Aliases+and+Zero-downtime+index+migrations](https://elationhealth.atlassian.net/wiki/spaces/infra/pages/2739077189/ADR06+-+ElasticSearch+Aliases+and+Zero-downtime+index+migrations)
";feature;Done;green
26768527;335de4fb-b308-4b6c-a139-d7498b314af3;Migrate ellie to el8-dev-services;"";feature;Done (Archive);green
26768530;9c2662c2-e076-4077-b8ad-208e452aeb50;Ensure encryption in transit when talking to redis;"[https://docs\.aws\.amazon\.com/AmazonElastiCache/latest/red\-ug/in\-transit\-encryption\.html](https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/in-transit-encryption.html)
";feature;Cancelled;red
26768533;8e0d4748-3b9a-4ab6-bbf2-213d9c2d4e23;OS updates Q1 2024;"";feature;Done (Archive);green
26768537;27cbbd87-36cd-485c-a35e-ce5769c8d2bb;Migrate the billing product to the Elation EMR account;"See the following epics for completion of this project:

- [https://elationhealth\.atlassian\.net/browse/RM\-44996|smart-link](https://elationhealth.atlassian.net/browse/RM-44996)

- [https://elationhealth\.atlassian\.net/browse/RM\-45748|smart-link](https://elationhealth.atlassian.net/browse/RM-45748)

- [https://elationhealth\.atlassian\.net/browse/RM\-45080|smart-link](https://elationhealth.atlassian.net/browse/RM-45080)


See the following spreadsheet for information regarding the translation of resources between accounts:

- [https://docs\.google\.com/spreadsheets/d/1tSCm8\-SnJu03p0BbOjIvk6CymeuIsmcljhtCC0W8Yxw/edit\#gid=0|smart-link](https://docs.google.com/spreadsheets/d/1tSCm8-SnJu03p0BbOjIvk6CymeuIsmcljhtCC0W8Yxw/edit#gid=0)
";feature;Done (Archive);green
26768538;dc361bbe-421d-44d8-94a5-ce8bb97fc3cd;Upgrade Kubernetes to 1.25;"[https://kubernetes\.io/blog/2022/08/23/kubernetes\-v1\-25\-release/|smart-link](https://kubernetes.io/blog/2022/08/23/kubernetes-v1-25-release/)

[https://docs\.aws\.amazon\.com/eks/latest/userguide/kubernetes\-versions\-standard\.html\#kubernetes\-1\.25](https://docs.aws.amazon.com/eks/latest/userguide/kubernetes-versions-standard.html#kubernetes-1.25)

Major changes

- PodSecurityPolicy removed\.

- 11 features graduated to stable\.
";feature;Done (Archive);green
26768542;b9e50279-3de0-4d40-933a-aebaec54a51a;Kubernetes 1.26;"";feature;Done (Archive);green
26770091;d442e192-3013-4b34-8207-0e5586d0e270;Fill out elation templates using scribe;"";feature;Backlog;smokeLight
26770146;ee66215e-4e44-4ba8-9d03-36bfc9b06403;Additional Clinical Profile sections;"";feature;Backlog;smokeLight
26770206;32e9efa0-bece-40a6-a1dc-136681a9252d;Reassign patients and outstanding items to new provider when user is disabled;"";feature;Backlog;smokeLight
26770212;79388f2d-12d5-425c-9141-008710565a26;Better Note Amendments Governance;"";feature;Backlog;smokeLight
26770421;f98ce0f2-0db9-4eae-9e78-133f23cc6db2;Support kg in vitals;"";feature;Backlog;smokeLight
26770459;351e535d-d276-4832-8596-ba412ceff857;Chronological Record Search Enhancements;"";feature;Backlog;smokeLight
26770507;73055dd9-cc2f-4374-8100-0a4465150233;Carequality Consent API;"";feature;Backlog;smokeLight
26770577;f87b6701-5696-4883-8724-77e8ab4e340e;Clinic Level Admin (vs Global Admin);"";feature;Backlog;smokeLight
26770666;6de62cc7-298a-44a2-b14c-f0ebbcd96364;Make signing provider name on visit note more scannable;"";feature;Backlog;smokeLight
26771975;66e027eb-4780-419b-95ae-bb79333ac2be;Provider-level setting to turn off visit note automation;"";feature;Backlog;smokeLight
26779132;97692f2f-d7fd-4d25-a239-22116c152f88;View queues based on multiple user groups;"";feature;Backlog;smokeLight
26781996;4e206803-1cc8-44b4-b7e6-a97f74605b35;Fax Inbox Improvements;"While onsite with ASAS we identified some quick wins, these projects relate to their fax inbox\. <span data-preserve-white-space></span>

<p></p>

- For ASAS

    - We did fax inbox analysis to help them decide what to archive

    - Created a new fax inbox for them

    - Moved over faxes to the new inbox

- Batch process documents

    - previously it was processing each page, now it does one process for the entire document\.

    - FF is for this process, will be deprecated once enabled for all practices
        <p></p>
";feature;Done (Archive);green
26786754;d3742448-d9c4-44fc-ac51-29ccba9f7a90;FHIR Upgrades Pre 5/16 Appetite;"Internal Project \- part of CEHRT
";feature;Done (Archive);green
26786759;e3a1ed76-5e24-43fb-a165-f677c1aa6174;RWTP;"Internal, part of compliance\.
";feature;Done (Archive);green
26786893;5eee88d9-c215-4e2b-be6a-3003be72463d;Allow a provider to be a delegate of another provider for referrals;"";subfeature;Backlog;smokeLight
26786894;d761c0e1-5e03-4455-8f92-033e9d9ec766;STAT tag for referrals;"";subfeature;Backlog;smokeLight
26808136;11be0ed0-6cba-4625-bcd3-fdb1217dd24f;Migrate the EHR and all replicas to Aurora 3;"The Aurora 3 migration is a must\-do project, as Aurora MySQL Version 2 reaches end\-of\-life on October 31, 2024\.

<p></p>

PRD \- <https://elationhealth.atlassian.net/wiki/spaces/infra/pages/2772500549/RDS+Aurora+3+MySQL+8+Upgrade+Benefits>
";feature;Done;green
26808355;60692f23-0ab5-46b0-a20a-9bb84a54dc2a;High Availability Prometheus;"- Migrate to the Prometheus\-operator CRD

- Transition existing rules and setup \(as applicable\) to the new CRD’s


PRD: <https://elationhealth.atlassian.net/wiki/spaces/infra/pages/2682716285/ADR05+-+Global+Prometheus+and+Prometheus+Operator>
";feature;Done;green
26808395;6ca2f360-defb-438a-b79c-2e7816c38267;Rebuild Hippo Redis Clusters;"PRD: <https://elationhealth.atlassian.net/wiki/spaces/DEV/pages/2741403817/ADR008+-+Rebuild+Hippo+Redis+Clusters>
";feature;Done;green
26808465;32c2eb0c-5ef7-45ac-858a-54ba71e449e2;Implement Web Application Firewall (WAF);"- Evaluate WAF vendors \(AWS and Signal Sciences\)

- Select and deploy a WAF

- Determine process for ongoing monitoring and responding to alerts from WAF
";feature;Done;green
26808481;d757a75b-9421-4d83-9fe0-bb3eeb432c2e;Achieve 100% coverage with ransomware prevention backups;"Risk analysis document: <https://elationhealth.atlassian.net/wiki/spaces/infra/pages/2618622019/Backup+Storage>

<p></p>
<p></p>
";feature;Done;green
26808483;53e908fc-b793-4ef3-9d0a-857a4a41d90a;Analyze the shared dependencies between the read-only site and the primary EHR;"";feature;Done;green
26808524;b0ab1167-8909-4d02-9617-9d364c9b5b59;Mitigate Terraform Cloud API tokens being available on developer workstations;"";feature;Done;green
26808568;736f9abd-ee75-4551-90d1-1bf09e93e3f2;Update CircleCI's AWS access to use OIDC;"Doc: [https://circleci\.com/docs/openid\-connect\-tokens|smart-link](https://circleci.com/docs/openid-connect-tokens)

This will require adopting “contexts” which may require some modification to the current CCI projects\.
";feature;Done;green
26808580;ccbb383c-9cbc-4fe6-a1ac-899c8402ce3d;Enable encryption for all secrets in Kubernetes;"[https://docs\.aws\.amazon\.com/eks/latest/userguide/enable-kms\.html|smart-link](https://docs.aws.amazon.com/eks/latest/userguide/enable-kms.html) <span data-preserve-white-space></span>
";feature;Done;green
26808586;adde19f2-93bd-46fb-8851-088901676ec8;Ensure AWS access via Okta requires FIDO2/WebAuthn keys;"";feature;Done;green
26808608;4e7e2873-36a5-42ba-ad45-257f759a3607;Conduct Network Security Audit;"";feature;Done;green
26809265;8995f63d-6406-408d-b6d4-899136e6326f;Archive stale prescription requests;"**Problem Statement**

Practices have stale refill requests in their inboxes and patient Requiring Actions queues that are impacting their ability to focus on active requests and slowing down queue load\. Additionally, when users attempt to respond to stale requests, they receive an error message and cannot dismiss the request from the queue, often opening a support ticket to assist\.

<p></p>

**Solution Statement**

Archive refill requests older than 30 days that have not been responded so that the requests do not appear in Rx Requests queue or patient's Requiring Actions queue\. <span data-preserve-white-space></span>

<p></p>

**Why Now**

PAM ask, Reduce inbox clutter, Reduce CPP

<p></p>

**Definition of Success**

Refill requests older than 30 days that have not been responded to do not appear in Rx Requests queue or patient's Requiring Actions queue\. <span data-preserve-white-space></span>

<p></p>

**X\-Functional Partners**

*Customer Team*

<p></p>

**PRD**

[PRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2794029057/PRD+Archive+stale+prescription+refill+requests)

[FRD](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2988212225/FRD+Automatic+archive+of+prescription+refill+renewal+requests)

[PRR](https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2968518692/PRR+Automatic+archive+of+prescription+refill+requests)
";feature;Done (Archive);green
26809845;e60a9d47-4bf4-4e54-a4fa-7ce73d461378;Radios: Rebuild w/o Blueprint as non-breaking change;"";feature;Done;green
26810101;588f0422-1b76-4a27-adcc-95ea1f9e8fc3;In-app communication standards;"Instead of WalkMe, a lot of new-feature adoption could be driven by proven patterns from other applications: “New” flags / indicators and targeted Marquees to promote the new feature inline, so that the end user sees the announcement at the right time without being interrupted\.

For these to succeed, we’re missing some platform-level enablement:

- Design examples and patterns\. Help designers design and help non-product collaborators have visuals on which they can base their release plans\.

- What language do we use to coordinate this work internally?

- FE Dev support for non-trivial features\. There’s a lot of nuance to how these are implemented\.

    - A “new” flag could be for a fixed calendar period OR only until the user has seen it once OR both? E\.g\., we don’t want a new user *next year* to see a new flag that’s only meant for May 2024\.

    - Marquees may want a fixed calendar period OR until the user has seen it once OR until the user dismisses it OR some mixture\.

    - How are we programmatically tracking these things? Does code need to be automatically cleaned up? Setup needs to be realistic for devs within their available scope\.


<p></p>

[PRD](https://elationhealth.atlassian.net/wiki/spaces/DES/pages/2789376001)

---

[https://en\.wikipedia\.org/wiki/Personalization\_management\_system|smart-link](https://en.wikipedia.org/wiki/Personalization_management_system)

A full-blown PMS system is out of scope for this project, but the PMS  — specifically the idea of personalization engines — model might be something to look at and build towards as a way of unifying our various personalization prompts in the app\. The PMS industry is heavily biased towards remarketing and upsells, but the foundational problems and solutions are universal for modern apps\. <span data-preserve-white-space></span>
";feature;Done (Archive);green
26810105;f6c3b395-24cf-4a8f-bfaf-7e6ca52e3750;DataGrid: Expandable rows;"";subfeature;Cancelled;red
26810121;4769adf2-d327-45f1-bc36-466bfaf957e6;Resolve legacy dependencies preventing 100% reactified page renders;"Unlikely this will get closed this quarter, but we’re expecting further progress\. In particular, having consistent methods for hydrating pages and propagating all of those changes to existing templates\.

- Banner messages

- Websockets \(\~Weekish\)

- Network status

- Tab restorer

- Amplitude init

- Hydration and global data

- Probably some small unknowns
";feature;Build Candidate;blueSecondary
